date,DeltaTime,team_1,team_2,player1_team1,player2_team1,player3_team1,player4_team1,player5_team1,player1_team2,player2_team2,player3_team2,player4_team2,player5_team2,team_rank_1,team_rank_2,score_1,score_2,Map,score
2021-05-06,0,After,Wings Up,Marek,0i,WANGJ,MAD,Roninbaby,ChildKing,Martin,lan,gas,xiaoxizi,185,102,16,13,Mirage,0.5574376329113074
2021-05-06,0,Wings Up,After,ChildKing,Martin,lan,gas,xiaoxizi,Marek,0i,WANGJ,MAD,Roninbaby,102,185,13,16,Mirage,0.44256236708869257
2021-05-06,0,SKADE,Endpoint,SHiPZ,dennyslaw,Duplicate,mar,oxygeN,mezii,Thomas,Surreal,MiGHTYMAX,CRUC1AL,20,27,10,16,Train,0.3543436937742046
2021-05-06,0,Endpoint,SKADE,mezii,Thomas,Surreal,MiGHTYMAX,CRUC1AL,SHiPZ,dennyslaw,Duplicate,mar,oxygeN,27,20,16,10,Train,0.6456563062257954
2021-05-06,0,SKADE,Endpoint,SHiPZ,dennyslaw,Duplicate,mar,oxygeN,mezii,Thomas,Surreal,MiGHTYMAX,CRUC1AL,20,27,5,16,Inferno,0.0997504891196852
2021-05-06,0,Endpoint,SKADE,mezii,Thomas,Surreal,MiGHTYMAX,CRUC1AL,SHiPZ,dennyslaw,Duplicate,mar,oxygeN,27,20,16,5,Inferno,0.9002495108803148
2021-05-06,0,PACT,Sangal,MINISE,lunAtic,darko,Sobol,bnox,S3NSEY,l0gicman,ngiN,paz,MAJ3R,95,57,8,16,Dust2,0.2689414213699951
2021-05-06,0,Sangal,PACT,S3NSEY,l0gicman,ngiN,paz,MAJ3R,MINISE,lunAtic,darko,Sobol,bnox,57,95,16,8,Dust2,0.7310585786300049
2021-05-06,0,PACT,Sangal,MINISE,lunAtic,darko,Sobol,bnox,S3NSEY,l0gicman,ngiN,paz,MAJ3R,95,57,16,9,Nuke,0.6852009766653157
2021-05-06,0,Sangal,PACT,S3NSEY,l0gicman,ngiN,paz,MAJ3R,MINISE,lunAtic,darko,Sobol,bnox,57,95,9,16,Nuke,0.31479902333468435
2021-05-06,0,PACT,Sangal,MINISE,lunAtic,darko,Sobol,bnox,S3NSEY,l0gicman,ngiN,paz,MAJ3R,95,57,16,9,Vertigo,0.6852009766653157
2021-05-06,0,Sangal,PACT,S3NSEY,l0gicman,ngiN,paz,MAJ3R,MINISE,lunAtic,darko,Sobol,bnox,57,95,9,16,Vertigo,0.31479902333468435
2021-05-06,0,AGO,Tricked,rallen,reatz,Furlan,snatchie,F1KU,PR1mE,zypztw,Lucky,kwezz,kiR,33,45,14,16,Nuke,0.46434632916602836
2021-05-06,0,Tricked,AGO,PR1mE,zypztw,Lucky,kwezz,kiR,rallen,reatz,Furlan,snatchie,F1KU,45,33,16,14,Nuke,0.5356536708339716
2021-05-06,0,AGO,Tricked,rallen,reatz,Furlan,snatchie,F1KU,PR1mE,zypztw,Lucky,kwezz,kiR,33,45,16,6,Inferno,0.8411308951190849
2021-05-06,0,Tricked,AGO,PR1mE,zypztw,Lucky,kwezz,kiR,rallen,reatz,Furlan,snatchie,F1KU,45,33,6,16,Inferno,0.1588691048809151
2021-05-06,0,AGO,Tricked,rallen,reatz,Furlan,snatchie,F1KU,PR1mE,zypztw,Lucky,kwezz,kiR,33,45,11,16,Mirage,0.38828058859283854
2021-05-06,0,Tricked,AGO,PR1mE,zypztw,Lucky,kwezz,kiR,rallen,reatz,Furlan,snatchie,F1KU,45,33,16,11,Mirage,0.6117194114071615
2021-05-06,0,OFFSET,Lyngby Vikings,fox,RIZZZ,NOPEEJ,shellzi,snapy,hns,birdfromsky,FASHR,anarkez,raalz,71,52,9,16,Inferno,0.31479902333468435
2021-05-06,0,Lyngby Vikings,OFFSET,hns,birdfromsky,FASHR,anarkez,raalz,fox,RIZZZ,NOPEEJ,shellzi,snapy,52,71,16,9,Inferno,0.6852009766653157
2021-05-06,0,OFFSET,Lyngby Vikings,fox,RIZZZ,NOPEEJ,shellzi,snapy,hns,birdfromsky,FASHR,anarkez,raalz,71,52,9,16,Nuke,0.31479902333468435
2021-05-06,0,Lyngby Vikings,OFFSET,hns,birdfromsky,FASHR,anarkez,raalz,fox,RIZZZ,NOPEEJ,shellzi,snapy,52,71,16,9,Nuke,0.6852009766653157
2021-05-06,0,Copenhagen Flames,Anonymo,AcilioN,Nodios,nicoodoz,jabbi,MODDII,Kylar,KEi,mynio,innocent,Snax,46,43,16,11,Nuke,0.6117194114071615
2021-05-06,0,Anonymo,Copenhagen Flames,Kylar,KEi,mynio,innocent,Snax,AcilioN,Nodios,nicoodoz,jabbi,MODDII,43,46,11,16,Nuke,0.38828058859283854
2021-05-06,0,Copenhagen Flames,Anonymo,AcilioN,Nodios,nicoodoz,jabbi,MODDII,Kylar,KEi,mynio,innocent,Snax,46,43,12,16,Overpass,0.4174297935376853
2021-05-06,0,Anonymo,Copenhagen Flames,Kylar,KEi,mynio,innocent,Snax,AcilioN,Nodios,nicoodoz,jabbi,MODDII,43,46,16,12,Overpass,0.5825702064623147
2021-05-06,0,Copenhagen Flames,Anonymo,AcilioN,Nodios,nicoodoz,jabbi,MODDII,Kylar,KEi,mynio,innocent,Snax,46,43,16,2,Mirage,0.9990889488055994
2021-05-06,0,Anonymo,Copenhagen Flames,Kylar,KEi,mynio,innocent,Snax,AcilioN,Nodios,nicoodoz,jabbi,MODDII,43,46,2,16,Mirage,0.0009110511944006028
2021-05-06,0,Sangal,AGO,MAJ3R,paz,ngiN,l0gicman,S3NSEY,F1KU,snatchie,Furlan,reatz,rallen,57,33,11,16,Nuke,0.38828058859283854
2021-05-06,0,AGO,Sangal,F1KU,snatchie,Furlan,reatz,rallen,MAJ3R,paz,ngiN,l0gicman,S3NSEY,33,57,16,11,Nuke,0.6117194114071615
2021-05-06,0,Sangal,AGO,MAJ3R,paz,ngiN,l0gicman,S3NSEY,F1KU,snatchie,Furlan,reatz,rallen,57,33,8,16,Inferno,0.2689414213699951
2021-05-06,0,AGO,Sangal,F1KU,snatchie,Furlan,reatz,rallen,MAJ3R,paz,ngiN,l0gicman,S3NSEY,33,57,16,8,Inferno,0.7310585786300049
2021-05-06,0,Nordavind,777,TENZKI,HS,mertz,mirbit,supra,Ruyter,mikki,H4RR3,fletch,akez,39,154,16,14,Overpass,0.5356536708339716
2021-05-06,0,777,Nordavind,Ruyter,mikki,H4RR3,fletch,akez,TENZKI,HS,mertz,mirbit,supra,154,39,14,16,Overpass,0.46434632916602836
2021-05-06,0,Nordavind,777,TENZKI,HS,mertz,mirbit,supra,Ruyter,mikki,H4RR3,fletch,akez,39,154,18,22,Vertigo,0.44467194473763094
2021-05-06,0,777,Nordavind,Ruyter,mikki,H4RR3,fletch,akez,TENZKI,HS,mertz,mirbit,supra,154,39,22,18,Vertigo,0.5553280552623691
2021-05-06,0,Nordavind,777,TENZKI,HS,mertz,mirbit,supra,Ruyter,mikki,H4RR3,fletch,akez,39,154,13,16,Mirage,0.44256236708869257
2021-05-06,0,777,Nordavind,Ruyter,mikki,H4RR3,fletch,akez,TENZKI,HS,mertz,mirbit,supra,154,39,16,13,Mirage,0.5574376329113074
2021-05-07,1,Endpoint,NAVI Junior,CRUC1AL,MiGHTYMAX,Surreal,Thomas,mezii,Synyx,pogor3lov,m0NESY,fear,Aunkere,27,64,16,5,Overpass,0.9002495108803148
2021-05-07,1,NAVI Junior,Endpoint,Synyx,pogor3lov,m0NESY,fear,Aunkere,CRUC1AL,MiGHTYMAX,Surreal,Thomas,mezii,64,27,5,16,Overpass,0.0997504891196852
2021-05-07,1,Endpoint,NAVI Junior,CRUC1AL,MiGHTYMAX,Surreal,Thomas,mezii,Synyx,pogor3lov,m0NESY,fear,Aunkere,27,64,16,14,Mirage,0.5356536708339716
2021-05-07,1,NAVI Junior,Endpoint,Synyx,pogor3lov,m0NESY,fear,Aunkere,CRUC1AL,MiGHTYMAX,Surreal,Thomas,mezii,64,27,14,16,Mirage,0.46434632916602836
2021-05-07,1,forZe,Sprout,almazer,FL1T,Jerry,zorte,KENSI,slaxz-,faveN,kressy,denis,Spiidi,25,30,16,7,Nuke,0.783420904231824
2021-05-07,1,Sprout,forZe,slaxz-,faveN,kressy,denis,Spiidi,almazer,FL1T,Jerry,zorte,KENSI,30,25,7,16,Nuke,0.21657909576817602
2021-05-07,1,forZe,Sprout,almazer,FL1T,Jerry,zorte,KENSI,slaxz-,faveN,kressy,denis,Spiidi,25,30,16,13,Mirage,0.5574376329113074
2021-05-07,1,Sprout,forZe,slaxz-,faveN,kressy,denis,Spiidi,almazer,FL1T,Jerry,zorte,KENSI,30,25,13,16,Mirage,0.44256236708869257
2021-05-07,1,SKADE,Spirit Academy,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,zont1x,T4RG3T,znx,Patsi,s1ren,20,109,16,14,Train,0.5356536708339716
2021-05-07,1,Spirit Academy,SKADE,zont1x,T4RG3T,znx,Patsi,s1ren,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,109,20,14,16,Train,0.46434632916602836
2021-05-07,1,SKADE,Spirit Academy,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,zont1x,T4RG3T,znx,Patsi,s1ren,20,109,16,14,Overpass,0.5356536708339716
2021-05-07,1,Spirit Academy,SKADE,zont1x,T4RG3T,znx,Patsi,s1ren,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,109,20,14,16,Overpass,0.46434632916602836
2021-05-07,1,Anonymo,PACT,Snax,innocent,mynio,KEi,Kylar,bnox,Sobol,darko,lunAtic,MINISE,43,95,16,10,Overpass,0.6456563062257954
2021-05-07,1,PACT,Anonymo,bnox,Sobol,darko,lunAtic,MINISE,Snax,innocent,mynio,KEi,Kylar,95,43,10,16,Overpass,0.3543436937742046
2021-05-07,1,Anonymo,PACT,Snax,innocent,mynio,KEi,Kylar,bnox,Sobol,darko,lunAtic,MINISE,43,95,16,1,Train,0.999999694097773
2021-05-07,1,PACT,Anonymo,bnox,Sobol,darko,lunAtic,MINISE,Snax,innocent,mynio,KEi,Kylar,95,43,1,16,Train,3.059022269935596e-07
2021-05-07,1,SAW,Young Ninjas,arki,MUTiRiS,rmn,JUST,stadodo,Mann3n,nilo,LNZ,phzy,Sapec,31,47,16,5,Inferno,0.9002495108803148
2021-05-07,1,Young Ninjas,SAW,Mann3n,nilo,LNZ,phzy,Sapec,arki,MUTiRiS,rmn,JUST,stadodo,47,31,5,16,Inferno,0.0997504891196852
2021-05-07,1,SAW,Young Ninjas,arki,MUTiRiS,rmn,JUST,stadodo,Mann3n,nilo,LNZ,phzy,Sapec,31,47,16,12,Nuke,0.5825702064623147
2021-05-07,1,Young Ninjas,SAW,Mann3n,nilo,LNZ,phzy,Sapec,arki,MUTiRiS,rmn,JUST,stadodo,47,31,12,16,Nuke,0.4174297935376853
2021-05-07,1,MAD Lions,ALTERNATE aTTaX,SPELLAN,TMB,tudsoN,Woro2k,sausol,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,68,76,16,12,Overpass,0.5825702064623147
2021-05-07,1,ALTERNATE aTTaX,MAD Lions,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,SPELLAN,TMB,tudsoN,Woro2k,sausol,76,68,12,16,Overpass,0.4174297935376853
2021-05-07,1,MAD Lions,ALTERNATE aTTaX,SPELLAN,TMB,tudsoN,Woro2k,sausol,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,68,76,16,13,Mirage,0.5574376329113074
2021-05-07,1,ALTERNATE aTTaX,MAD Lions,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,SPELLAN,TMB,tudsoN,Woro2k,sausol,76,68,13,16,Mirage,0.44256236708869257
2021-05-07,1,AGO,Pompa,rallen,leman,Furlan,snatchie,F1KU,Frontsiderr,fr3nd,Grashog,Miki,koyot,33,89,16,4,Inferno,0.9525741268224334
2021-05-07,1,Pompa,AGO,Frontsiderr,fr3nd,Grashog,Miki,koyot,rallen,leman,Furlan,snatchie,F1KU,89,33,4,16,Inferno,0.047425873177566635
2021-05-07,1,AGO,Pompa,rallen,leman,Furlan,snatchie,F1KU,Frontsiderr,fr3nd,Grashog,Miki,koyot,33,89,16,5,Dust2,0.9002495108803148
2021-05-07,1,Pompa,AGO,Frontsiderr,fr3nd,Grashog,Miki,koyot,rallen,leman,Furlan,snatchie,F1KU,89,33,5,16,Dust2,0.0997504891196852
2021-05-07,1,Movistar Riders,eSuba,steel,alex,mopoz,smooya,shokz,Blogg1s,luko,jaro,twist,NIO,32,132,7,16,Overpass,0.21657909576817602
2021-05-07,1,eSuba,Movistar Riders,Blogg1s,luko,jaro,twist,NIO,steel,alex,mopoz,smooya,shokz,132,32,16,7,Overpass,0.783420904231824
2021-05-07,1,Movistar Riders,eSuba,steel,alex,mopoz,smooya,shokz,Blogg1s,luko,jaro,twist,NIO,32,132,16,10,Inferno,0.6456563062257954
2021-05-07,1,eSuba,Movistar Riders,Blogg1s,luko,jaro,twist,NIO,steel,alex,mopoz,smooya,shokz,132,32,10,16,Inferno,0.3543436937742046
2021-05-07,1,Movistar Riders,eSuba,steel,alex,mopoz,smooya,shokz,Blogg1s,luko,jaro,twist,NIO,32,132,16,7,Mirage,0.783420904231824
2021-05-07,1,eSuba,Movistar Riders,Blogg1s,luko,jaro,twist,NIO,steel,alex,mopoz,smooya,shokz,132,32,7,16,Mirage,0.21657909576817602
2021-05-07,1,G2,Astralis,JaCkz,NiKo,huNter-,AmaNEk,nexa,Bubzkji,Magisk,gla1ve,dupreeh,Xyp9x,8,3,16,7,Train,0.783420904231824
2021-05-07,1,Astralis,G2,Bubzkji,Magisk,gla1ve,dupreeh,Xyp9x,JaCkz,NiKo,huNter-,AmaNEk,nexa,3,8,7,16,Train,0.21657909576817602
2021-05-07,1,G2,Astralis,JaCkz,NiKo,huNter-,AmaNEk,nexa,Bubzkji,Magisk,gla1ve,dupreeh,Xyp9x,8,3,14,16,Nuke,0.46434632916602836
2021-05-07,1,Astralis,G2,Bubzkji,Magisk,gla1ve,dupreeh,Xyp9x,JaCkz,NiKo,huNter-,AmaNEk,nexa,3,8,16,14,Nuke,0.5356536708339716
2021-05-07,1,G2,Astralis,JaCkz,NiKo,huNter-,AmaNEk,nexa,Bubzkji,Magisk,gla1ve,dupreeh,Xyp9x,8,3,16,8,Vertigo,0.7310585786300049
2021-05-07,1,Astralis,G2,Bubzkji,Magisk,gla1ve,dupreeh,Xyp9x,JaCkz,NiKo,huNter-,AmaNEk,nexa,3,8,8,16,Vertigo,0.2689414213699951
2021-05-07,1,Apeks,EC Brugge,dennis,FREDDyFROG,Relaxa,kreaz,Grusarn,n0tice,ritchiEE,simix,Stev0se,matty,51,72,7,16,Mirage,0.21657909576817602
2021-05-07,1,EC Brugge,Apeks,n0tice,ritchiEE,simix,Stev0se,matty,dennis,FREDDyFROG,Relaxa,kreaz,Grusarn,72,51,16,7,Mirage,0.783420904231824
2021-05-07,1,Apeks,EC Brugge,dennis,FREDDyFROG,Relaxa,kreaz,Grusarn,n0tice,ritchiEE,simix,Stev0se,matty,51,72,19,15,Inferno,0.5662743941954392
2021-05-07,1,EC Brugge,Apeks,n0tice,ritchiEE,simix,Stev0se,matty,dennis,FREDDyFROG,Relaxa,kreaz,Grusarn,72,51,15,19,Inferno,0.43372560580456077
2021-05-07,1,Apeks,EC Brugge,dennis,FREDDyFROG,Relaxa,kreaz,Grusarn,n0tice,ritchiEE,simix,Stev0se,matty,51,72,16,11,Nuke,0.6117194114071615
2021-05-07,1,EC Brugge,Apeks,n0tice,ritchiEE,simix,Stev0se,matty,dennis,FREDDyFROG,Relaxa,kreaz,Grusarn,72,51,11,16,Nuke,0.38828058859283854
2021-05-07,1,SKADE,MAD Lions,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,Woro2k,sausol,tudsoN,TMB,SPELLAN,20,68,3,16,Dust2,0.012953727530695902
2021-05-07,1,MAD Lions,SKADE,Woro2k,sausol,tudsoN,TMB,SPELLAN,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,68,20,16,3,Dust2,0.9870462724693041
2021-05-07,1,SKADE,MAD Lions,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,Woro2k,sausol,tudsoN,TMB,SPELLAN,20,68,16,14,Overpass,0.5356536708339716
2021-05-07,1,MAD Lions,SKADE,Woro2k,sausol,tudsoN,TMB,SPELLAN,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,68,20,14,16,Overpass,0.46434632916602836
2021-05-07,1,SKADE,MAD Lions,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,Woro2k,sausol,tudsoN,TMB,SPELLAN,20,68,16,11,Train,0.6117194114071615
2021-05-07,1,MAD Lions,SKADE,Woro2k,sausol,tudsoN,TMB,SPELLAN,SHiPZ,dennyslaw,Duplicate,Rainwaker,oxygeN,68,20,11,16,Train,0.38828058859283854
2021-05-07,1,DBL PONEY,GORILLAZ,bodyy,Lucky,Djoko,afro,Nono2K,NaToSaphiX,EspiranTo,sergej,suNny,flusha,36,107,16,9,Train,0.6852009766653157
2021-05-07,1,GORILLAZ,DBL PONEY,NaToSaphiX,EspiranTo,sergej,suNny,flusha,bodyy,Lucky,Djoko,afro,Nono2K,107,36,9,16,Train,0.31479902333468435
2021-05-07,1,DBL PONEY,GORILLAZ,bodyy,Lucky,Djoko,afro,Nono2K,NaToSaphiX,EspiranTo,sergej,suNny,flusha,36,107,19,16,Dust2,0.5467381519846138
2021-05-07,1,GORILLAZ,DBL PONEY,NaToSaphiX,EspiranTo,sergej,suNny,flusha,bodyy,Lucky,Djoko,afro,Nono2K,107,36,16,19,Dust2,0.45326184801538616
2021-05-07,1,Wisla Krakow,ESCA,SZPERO,ponczek,jedqr,Goofy,hades,Enzo,kRaSnaL,darchevile,tomiko,maaryy,44,86,19,15,Nuke,0.5662743941954392
2021-05-07,1,ESCA,Wisla Krakow,Enzo,kRaSnaL,darchevile,tomiko,maaryy,SZPERO,ponczek,jedqr,Goofy,hades,86,44,15,19,Nuke,0.43372560580456077
2021-05-07,1,Wisla Krakow,ESCA,SZPERO,ponczek,jedqr,Goofy,hades,Enzo,kRaSnaL,darchevile,tomiko,maaryy,44,86,20,22,Train,0.47502081252106
2021-05-07,1,ESCA,Wisla Krakow,Enzo,kRaSnaL,darchevile,tomiko,maaryy,SZPERO,ponczek,jedqr,Goofy,hades,86,44,22,20,Train,0.52497918747894
2021-05-07,1,Wisla Krakow,ESCA,SZPERO,ponczek,jedqr,Goofy,hades,Enzo,kRaSnaL,darchevile,tomiko,maaryy,44,86,16,6,Mirage,0.8411308951190849
2021-05-07,1,ESCA,Wisla Krakow,Enzo,kRaSnaL,darchevile,tomiko,maaryy,SZPERO,ponczek,jedqr,Goofy,hades,86,44,6,16,Mirage,0.1588691048809151
2021-05-07,1,FURIA,Natus Vincere,arT,yuurih,VINI,junior,KSCERATO,B1T,Perfecto,Boombl4,electronic,s1mple,7,4,22,19,Inferno,0.5393918791114868
2021-05-07,1,Natus Vincere,FURIA,B1T,Perfecto,Boombl4,electronic,s1mple,arT,yuurih,VINI,junior,KSCERATO,4,7,19,22,Inferno,0.4606081208885132
2021-05-07,1,FURIA,Natus Vincere,arT,yuurih,VINI,junior,KSCERATO,B1T,Perfecto,Boombl4,electronic,s1mple,7,4,6,16,Nuke,0.1588691048809151
2021-05-07,1,Natus Vincere,FURIA,B1T,Perfecto,Boombl4,electronic,s1mple,arT,yuurih,VINI,junior,KSCERATO,4,7,16,6,Nuke,0.8411308951190849
2021-05-07,1,FURIA,Natus Vincere,arT,yuurih,VINI,junior,KSCERATO,B1T,Perfecto,Boombl4,electronic,s1mple,7,4,6,16,Mirage,0.1588691048809151
2021-05-07,1,Natus Vincere,FURIA,B1T,Perfecto,Boombl4,electronic,s1mple,arT,yuurih,VINI,junior,KSCERATO,4,7,16,6,Mirage,0.8411308951190849
2021-05-08,2,Dire Wolves,VERTEX,soju_j,sterling,HaZR,Liki,SaVage,ADDICT,Roflko,pz,apocdud,BRACE,97,155,16,6,Vertigo,0.8411308951190849
2021-05-08,2,VERTEX,Dire Wolves,ADDICT,Roflko,pz,apocdud,BRACE,soju_j,sterling,HaZR,Liki,SaVage,155,97,6,16,Vertigo,0.1588691048809151
2021-05-08,2,Dire Wolves,VERTEX,soju_j,sterling,HaZR,Liki,SaVage,ADDICT,Roflko,pz,apocdud,BRACE,97,155,16,8,Nuke,0.7310585786300049
2021-05-08,2,VERTEX,Dire Wolves,ADDICT,Roflko,pz,apocdud,BRACE,soju_j,sterling,HaZR,Liki,SaVage,155,97,8,16,Nuke,0.2689414213699951
2021-05-08,2,Copenhagen Flames,Lyngby Vikings,AcilioN,Nodios,nicoodoz,jabbi,MODDII,hns,birdfromsky,FASHR,anarkez,raalz,46,52,16,9,Nuke,0.6852009766653157
2021-05-08,2,Lyngby Vikings,Copenhagen Flames,hns,birdfromsky,FASHR,anarkez,raalz,AcilioN,Nodios,nicoodoz,jabbi,MODDII,52,46,9,16,Nuke,0.31479902333468435
2021-05-08,2,Copenhagen Flames,Lyngby Vikings,AcilioN,Nodios,nicoodoz,jabbi,MODDII,hns,birdfromsky,FASHR,anarkez,raalz,46,52,16,8,Train,0.7310585786300049
2021-05-08,2,Lyngby Vikings,Copenhagen Flames,hns,birdfromsky,FASHR,anarkez,raalz,AcilioN,Nodios,nicoodoz,jabbi,MODDII,52,46,8,16,Train,0.2689414213699951
2021-05-08,2,TTC,Case,dukiiii,pulzG,KrowNii,powerYY,DeniMM,n1ssim,yepz,delboNi,dzt,land1n,150,67,16,12,Mirage,0.5825702064623147
2021-05-08,2,Case,TTC,n1ssim,yepz,delboNi,dzt,land1n,dukiiii,pulzG,KrowNii,powerYY,DeniMM,67,150,12,16,Mirage,0.4174297935376853
2021-05-08,2,TTC,Case,dukiiii,pulzG,KrowNii,powerYY,DeniMM,n1ssim,yepz,delboNi,dzt,land1n,150,67,16,11,Overpass,0.6117194114071615
2021-05-08,2,Case,TTC,n1ssim,yepz,delboNi,dzt,land1n,dukiiii,pulzG,KrowNii,powerYY,DeniMM,67,150,11,16,Overpass,0.38828058859283854
2021-05-08,2,Nexus,eXploit,BTN,XELLOW,sXe,Blytz,s0und,renatoohaxx,whatz,plat,BLOODZ,obj,117,111,22,20,Inferno,0.52497918747894
2021-05-08,2,eXploit,Nexus,renatoohaxx,whatz,plat,BLOODZ,obj,BTN,XELLOW,sXe,Blytz,s0und,111,117,20,22,Inferno,0.47502081252106
2021-05-08,2,Nexus,eXploit,BTN,XELLOW,sXe,Blytz,s0und,renatoohaxx,whatz,plat,BLOODZ,obj,117,111,16,10,Train,0.6456563062257954
2021-05-08,2,eXploit,Nexus,renatoohaxx,whatz,plat,BLOODZ,obj,BTN,XELLOW,sXe,Blytz,s0und,111,117,10,16,Train,0.3543436937742046
2021-05-08,2,Spirit Academy,ALTERNATE aTTaX,s1ren,Patsi,znx,T4RG3T,zont1x,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,109,76,16,7,Mirage,0.783420904231824
2021-05-08,2,ALTERNATE aTTaX,Spirit Academy,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,s1ren,Patsi,znx,T4RG3T,zont1x,76,109,7,16,Mirage,0.21657909576817602
2021-05-08,2,Spirit Academy,ALTERNATE aTTaX,s1ren,Patsi,znx,T4RG3T,zont1x,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,109,76,16,11,Inferno,0.6117194114071615
2021-05-08,2,ALTERNATE aTTaX,Spirit Academy,Krimbo,prosus,PANIX,ScrunK,kRYSTAL,s1ren,Patsi,znx,T4RG3T,zont1x,76,109,11,16,Inferno,0.38828058859283854
2021-05-08,2,Fiend,Lemondogs,bubble,v1c7oR,dream3r,mar,REDSTAR,hemzk9,znajder,twist,BENDJI,MODDII,58,108,16,4,Inferno,0.9525741268224334
2021-05-08,2,Lemondogs,Fiend,hemzk9,znajder,twist,BENDJI,MODDII,bubble,v1c7oR,dream3r,mar,REDSTAR,108,58,4,16,Inferno,0.047425873177566635
2021-05-08,2,Fiend,Lemondogs,bubble,v1c7oR,dream3r,mar,REDSTAR,hemzk9,znajder,twist,BENDJI,MODDII,58,108,16,7,Mirage,0.783420904231824
2021-05-08,2,Lemondogs,Fiend,hemzk9,znajder,twist,BENDJI,MODDII,bubble,v1c7oR,dream3r,mar,REDSTAR,108,58,7,16,Mirage,0.21657909576817602
2021-05-08,2,ORDER,Paradox,Rickeh,USTILO,J1rah,Valiance,Vexite,versa,bedonka,ekul,dangeR,rbz,100,127,10,16,Inferno,0.3543436937742046
2021-05-08,2,Paradox,ORDER,versa,bedonka,ekul,dangeR,rbz,Rickeh,USTILO,J1rah,Valiance,Vexite,127,100,16,10,Inferno,0.6456563062257954
2021-05-08,2,ORDER,Paradox,Rickeh,USTILO,J1rah,Valiance,Vexite,versa,bedonka,ekul,dangeR,rbz,100,127,16,7,Nuke,0.783420904231824
2021-05-08,2,Paradox,ORDER,versa,bedonka,ekul,dangeR,rbz,Rickeh,USTILO,J1rah,Valiance,Vexite,127,100,7,16,Nuke,0.21657909576817602
2021-05-08,2,ORDER,Paradox,Rickeh,USTILO,J1rah,Valiance,Vexite,versa,bedonka,ekul,dangeR,rbz,100,127,19,15,Dust2,0.5662743941954392
2021-05-08,2,Paradox,ORDER,versa,bedonka,ekul,dangeR,rbz,Rickeh,USTILO,J1rah,Valiance,Vexite,127,100,15,19,Dust2,0.43372560580456077
2021-05-08,2,EC Brugge,Lyngby Vikings,matty,Stev0se,simix,ritchiEE,n0tice,birdfromsky,NaToSaphiX,raalz,rilax,FASHR,72,52,19,16,Inferno,0.5467381519846138
2021-05-08,2,Lyngby Vikings,EC Brugge,birdfromsky,NaToSaphiX,raalz,rilax,FASHR,matty,Stev0se,simix,ritchiEE,n0tice,52,72,16,19,Inferno,0.45326184801538616
2021-05-08,2,EC Brugge,Lyngby Vikings,matty,Stev0se,simix,ritchiEE,n0tice,birdfromsky,NaToSaphiX,raalz,rilax,FASHR,72,52,16,11,Mirage,0.6117194114071615
2021-05-08,2,Lyngby Vikings,EC Brugge,birdfromsky,NaToSaphiX,raalz,rilax,FASHR,matty,Stev0se,simix,ritchiEE,n0tice,52,72,11,16,Mirage,0.38828058859283854
2021-05-08,2,PACT,KOVA,MINISE,lunAtic,darko,Sobol,bnox,Airax,Spargo,Twixie,pietola,uli,95,79,16,6,Vertigo,0.8411308951190849
2021-05-08,2,KOVA,PACT,Airax,Spargo,Twixie,pietola,uli,MINISE,lunAtic,darko,Sobol,bnox,79,95,6,16,Vertigo,0.1588691048809151
2021-05-08,2,PACT,KOVA,MINISE,lunAtic,darko,Sobol,bnox,Airax,Spargo,Twixie,pietola,uli,95,79,14,16,Dust2,0.46434632916602836
2021-05-08,2,KOVA,PACT,Airax,Spargo,Twixie,pietola,uli,MINISE,lunAtic,darko,Sobol,bnox,79,95,16,14,Dust2,0.5356536708339716
2021-05-08,2,PACT,KOVA,MINISE,lunAtic,darko,Sobol,bnox,Airax,Spargo,Twixie,pietola,uli,95,79,16,8,Inferno,0.7310585786300049
2021-05-08,2,KOVA,PACT,Airax,Spargo,Twixie,pietola,uli,MINISE,lunAtic,darko,Sobol,bnox,79,95,8,16,Inferno,0.2689414213699951
2021-05-08,2,MAD Lions,Spirit Academy,SPELLAN,TMB,tudsoN,jL,sausol,zont1x,T4RG3T,znx,Patsi,s1ren,68,109,16,12,Nuke,0.5825702064623147
2021-05-08,2,Spirit Academy,MAD Lions,zont1x,T4RG3T,znx,Patsi,s1ren,SPELLAN,TMB,tudsoN,jL,sausol,109,68,12,16,Nuke,0.4174297935376853
